COLLECTTIME,CELLID,SITE,NR_SA_Paging_Discard_Rate,NR_DL_Active_UEs,NR_UL_Active_UEs,NR_DL_MAC_Volume_MB,NR_UL_MAC_Volume_MB,NR_DL_Active_UEs_True,NR_UL_Active_UEs_True,NR_DL_RBSym_Util,NR_UL_RBSym_Util,NR_Msg2_Attempt_SR,NR_Msg2_Attempts,NR_RACH_SR,NR_RACH_Att,NR_UL_MAC_Cell_Thp_total_time_Mbps,NR_DL_MAC_Cell_Thp_total_time_Mbps,NR_DL_HARQ_BLER_256QAM,NR_DL_RLC_BLER,NR_Avg_DL_MAC_Thp_Mbps,NR_Avg_UL_MAC_UE_Thp_Mbps,NR_DL_MAC_Cell_Thp_Mbps,NR_UL_MAC_Cell_Thp_Mbps,NR_UL_HARQ_BLER_64_QAM,NR_UL_RLC_BLER,NR_UL_HARQ_BLER,NR_DL_HARQ_BLER,NR_UL_DTX_Rate,NR_DL_DTX_Rate,NR_Cell_Availability,NR_Avg_UL_PUCCH_SINR_dB,NR_Avg_UL_PUSCH_SINR_dB,NR_RANK_Below3_Rate,NR_Avg_CQI,NR_Avg_CQI_64QAM,NR_Avg_CQI_256QAM,NR_Avg_UL_Pathloss_dB,NR_Avg_UL_Power_Headroom_dB,NR_Avg_UL_Pathloss_95percentile_dB,NR_UL_RSSI,NR_Avg_MCS_Table1,NR_Avg_MCS_Table2,NR_TA,DL_Thp_Bad_Sessions,DL_Thp_Fair_Sessions,DL_Thp_Good_Sessions,DL_Thp_Excellent_Sessions,UL_Thp_Bad_Sessions,UL_Thp_Fair_Sessions,UL_Thp_Good_Sessions,UL_Thp_Excellent_Sessions,NR_Avg_UL_MAC_Thp_EBS_Mbps,NR_Avg_DL_MAC_Thp_EBS_Mbps,DL_Total_Sessions,UL_Total_Sessions,NR_Avg_DL_Latency_ms,NR_Cell_Availability_Num,NR_ENDC_Setup_Att,NR_ENDC_Setup_SR,NR_SA_RRC_ATT,NR_SA_RRC_SSSR,NR_SA_NG_Sig_SR,NR_ENDC_Inter_sgNodeB_PSCell_Change_SR,NR_ENDC_Intra_sgNodeB_PSCell_Change_SR,NR_SA_NR_to_LTE_RWR_Ratio,NR_SA_INTER_GNB_HO_SR,NR_SA_INTRA_GNB_HO_SR,NR_SA_HO_Prep_Succ_Rate,NR_SA_HO_Exec_Succ_Rate,NR_SA_HO_SR,NR_ENDC_SARR,NR_ENDC_RRC_CU_Max,NR_SA_RRC_CU_Max,NR_ENDC_RRC_CU_Avg,NR_SA_DRB_EST_SR,NR_SA_Drop_Rate,NR_SgNB_Abnormal_RR,NR_RRC_SSR,ESS_TOTAL_PRB_AVG_UTIL_DL,ESS_NR_PRB_AVG_UTIL_DL,essEnabled
20260701100000,AYT0381H_7NB01_S01,AYT0381P_9NB01,,,,0.0,0.0,,,,,,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,0.0,,,,,37.959,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,900.0,0.0,,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,1
20260701100000,AYT0381H_7NB01_S03,AYT0381P_9NB01,,,,0.0,0.0,,,,,,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,0.0,,,,,37.959,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,900.0,0.0,,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,1
20260701100000,AYT0381H_7NB01_S02,AYT0381P_9NB01,,,,0.0,0.0,,,,,,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,0.0,,,,,37.959,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,900.0,0.0,,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,1
20260701100000,AYT0381H_7NB01_S04,AYT0381P_9NB01,,,,0.0,0.0,,,,,,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,0.0,,,,,37.959,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,900.0,0.0,,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,1
20260701101500,AYT0381H_7NB01_S01,AYT0381P_9NB01,,,,0.0,0.0,,,,,,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,0.0,,,,,37.959,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,900.0,0.0,,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,1
20260701101500,AYT0381H_7NB01_S02,AYT0381P_9NB01,,,,0.0,0.0,,,,,,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,0.0,,,,,37.959,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,900.0,0.0,,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,1
20260701101500,AYT0381H_7NB01_S03,AYT0381P_9NB01,,,,0.0,0.0,,,,,,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,0.0,,,,,37.959,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,900.0,0.0,,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,1
20260701101500,AYT0381H_7NB01_S04,AYT0381P_9NB01,,,,0.0,0.0,,,,,,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,0.0,,,,,37.959,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,900.0,0.0,,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,1
20260701103000,AYT0381H_7NB01_S01,AYT0381P_9NB01,0.0,2.958,4.827,232.463,58.331,2.521,4.602,34.242,10.069,100.0,492.0,92.276,492.0,0.544,2.167,21.254,,8.612,2.193,14.831,4.071,7.275,,4.436,11.626,5.329,3.237,33.111,5.075,18.986,100.0,8.454,,8.453,114.383,15.984,112.773,-116.185,13.503,,5.122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.729,602.0,379.0,100.0,0.0,,,100.0,100.0,,,,,,,1.575,57.0,0.0,42.7,,,0.262,,52.73435571595492,21.409628238771422,1
20260701103000,AYT0381H_7NB01_S02,AYT0381P_9NB01,0.0,1.066,1.245,9.199,9.341,0.101,0.537,6.477,2.245,100.0,88.0,68.182,88.0,0.087,0.086,28.947,,11.191,4.448,4.189,3.084,10.856,,6.119,24.128,19.783,7.939,33.0,4.943,15.083,100.0,8.381,,8.381,117.9,15.707,117.771,-116.596,11.439,,5.114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,603.0,39.0,100.0,0.0,,,100.0,100.0,,,,,,,2.381,9.0,0.0,4.75,,,0.0,,19.018635992641915,2.5741878526875897,1
20260701103000,AYT0381H_7NB01_S03,AYT0381P_9NB01,0.0,1.038,1.164,11.672,4.15,0.074,0.417,5.092,0.52,100.0,64.0,100.0,64.0,0.039,0.109,48.421,,18.682,14.43,6.68,2.944,7.02,,3.424,14.052,3.92,1.924,32.889,5.58,20.237,100.0,8.961,,8.961,108.65,23.36,108.739,-117.2,12.544,,5.469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,604.0,44.0,100.0,1.0,,,100.0,100.0,,,,,,,0.0,9.0,1.0,3.85,,,0.0,100.0,8.493092622051256,2.038880812321839,1
20260701103000,AYT0381H_7NB01_S04,AYT0381P_9NB01,0.0,1.056,1.098,14.192,9.405,0.092,0.36,5.957,0.707,100.0,47.0,85.106,47.0,0.088,0.132,46.875,,18.076,26.426,8.325,3.897,4.752,,2.962,13.779,7.524,1.378,33.0,4.705,23.818,100.0,7.581,,7.581,107.495,20.593,102.055,-116.941,17.019,,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,603.0,28.0,100.0,0.0,,,,100.0,,,,,,,4.167,6.0,0.0,3.617,,,0.0,,11.483463108542066,2.5294607148619477,1
20260701104500,AYT0381H_7NB01_S01,AYT0381P_9NB01,0.0,2.923,4.204,916.378,250.172,2.566,4.18,39.438,12.997,100.0,1585.0,89.022,1585.0,2.332,8.541,16.286,,9.952,2.832,16.259,4.884,7.504,,5.893,11.384,4.516,2.942,100.0,5.338,18.638,100.0,8.8,,8.799,113.54,17.12,112.28,-114.79,13.58,,5.618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.5,0.0,1165.0,99.828,0.0,,,100.0,100.0,,,,,,,0.787,63.0,0.0,45.689,,,0.079,,,,0
20260701104500,AYT0381H_7NB01_S03,AYT0381P_9NB01,0.0,1.051,1.184,29.59,20.943,0.087,0.387,5.762,1.108,100.0,193.0,96.891,193.0,0.195,0.276,25.407,,25.211,10.908,6.849,4.084,8.205,,4.302,18.172,18.716,6.707,100.0,5.374,21.233,100.0,9.149,,9.149,107.188,23.624,111.158,-117.171,13.69,,6.192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,158.0,100.0,1.0,,,100.0,100.0,,,,,,,1.156,9.0,0.0,3.344,,,0.0,100.0,,,0
20260701104500,AYT0381H_7NB01_S02,AYT0381P_9NB01,0.0,1.11,1.362,31.75,41.119,0.171,0.699,6.021,2.713,100.0,268.0,83.209,268.0,0.383,0.296,44.495,,11.344,5.484,3.859,3.163,8.886,,5.034,15.147,16.982,5.391,100.0,5.522,16.832,100.0,6.737,,6.737,116.803,15.091,116.985,-116.049,12.562,,5.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,139.0,100.0,0.0,,,100.0,100.0,,,,,,,3.659,13.0,0.0,8.206,,,0.0,,,,0
20260701104500,AYT0381H_7NB01_S04,AYT0381P_9NB01,0.0,1.076,1.177,94.981,24.598,0.136,0.375,8.745,0.938,100.0,125.0,63.2,125.0,0.229,0.885,19.621,,19.706,14.012,12.642,3.628,6.101,,3.62,11.87,9.869,4.205,100.0,5.515,22.324,98.566,8.033,,8.032,107.42,20.749,106.624,-116.861,15.323,,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,55.0,100.0,1.0,,,100.0,100.0,,,,,,,8.475,7.0,0.0,3.644,,,1.695,100.0,,,0
20260701110000,AYT0381H_7NB01_S04,AYT0381P_9NB01,0.0,1.041,1.128,56.023,11.112,0.085,0.259,6.534,0.537,100.0,81.0,88.889,81.0,0.104,0.522,25.081,,20.01,13.666,11.13,2.428,6.993,,3.335,10.176,7.267,1.749,100.0,5.326,20.05,99.922,7.971,,7.971,112.722,20.059,107.755,-116.454,13.333,,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,29.0,100.0,0.0,,,100.0,100.0,,,,,,,2.128,6.0,0.0,3.439,,,0.0,,,,0
20260701110000,AYT0381H_7NB01_S01,AYT0381P_9NB01,0.0,4.661,6.723,985.126,299.555,4.46,6.695,44.621,16.185,100.0,1697.0,89.511,1697.0,2.792,9.182,12.704,,6.518,2.143,17.262,5.372,7.479,,4.626,11.113,4.398,2.905,100.0,5.353,18.052,100.0,8.962,,8.961,113.758,16.394,112.652,-115.176,13.749,,5.324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.333,0.0,1278.0,99.844,1.0,,,100.0,100.0,,,,,,,0.73,68.0,0.0,56.411,,,0.0,100.0,,,0
20260701110000,AYT0381H_7NB01_S02,AYT0381P_9NB01,0.0,1.065,1.26,15.721,12.301,0.076,0.283,4.934,0.997,100.0,179.0,89.944,179.0,0.115,0.147,52.439,,11.001,3.57,4.173,2.432,8.442,,5.339,19.335,22.172,6.89,100.0,5.07,17.467,100.0,7.457,,7.457,115.625,15.385,117.563,-116.496,12.175,,5.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,115.0,100.0,0.0,,,100.0,100.0,,,,,,,4.286,13.0,0.0,4.078,,,0.0,,,,0
20260701110000,AYT0381H_7NB01_S03,AYT0381P_9NB01,0.0,1.082,1.169,47.914,34.362,0.125,0.404,6.284,1.744,100.0,257.0,80.545,257.0,0.32,0.447,27.648,,21.758,11.34,6.823,3.925,7.737,,4.389,14.751,11.583,3.321,100.0,5.485,20.51,100.0,9.077,,9.077,108.111,23.267,112.356,-117.162,12.946,,9.786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,159.0,100.0,0.0,,,100.0,100.0,,,,,,,4.839,11.0,0.0,5.333,,,0.0,,,,0
20260701111500,AYT0381H_7NB01_S02,AYT0381P_9NB01,0.0,1.044,1.116,32.045,13.946,0.07,0.199,6.564,0.877,100.0,224.0,83.929,224.0,0.13,0.299,34.5,,14.039,6.481,8.269,3.245,10.537,,4.952,16.097,8.049,2.532,100.0,5.29,16.772,100.0,7.881,,7.881,116.363,16.078,117.546,-116.431,11.292,,5.045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,136.0,100.0,0.0,,,100.0,100.0,,,,,,,1.325,8.0,0.0,3.1,,,0.0,,,,0
20260701111500,AYT0381H_7NB01_S03,AYT0381P_9NB01,0.0,1.031,1.068,50.993,24.833,0.071,0.181,6.451,1.018,100.0,225.0,88.889,225.0,0.231,0.475,29.216,,22.701,14.304,7.948,5.109,6.093,,3.571,15.802,6.633,2.811,100.0,5.61,21.245,100.0,8.34,,8.34,109.763,20.2,112.347,-117.332,14.417,,6.689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,147.0,100.0,0.0,,,100.0,100.0,,,,,,,0.568,8.0,0.0,3.144,,,0.0,,,,0
20260701111500,AYT0381H_7NB01_S04,AYT0381P_9NB01,0.0,1.028,1.056,40.868,13.839,0.072,0.216,5.541,0.743,100.0,150.0,89.333,150.0,0.129,0.381,21.622,,18.736,10.284,10.646,3.423,9.306,,4.757,12.197,6.193,1.06,100.0,5.751,19.517,98.977,6.864,,6.863,115.681,17.747,110.928,-116.743,14.527,,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.333,0.0,43.0,100.0,0.0,,,100.0,100.0,,,,,,,0.0,5.0,0.0,2.2,,,0.0,,,,0
20260701111500,AYT0381H_7NB01_S01,AYT0381P_9NB01,0.0,2.837,3.569,1072.302,243.0,2.452,3.426,40.625,12.526,100.0,1387.0,93.439,1387.0,2.265,9.995,12.556,,12.103,4.816,17.697,4.411,7.033,,4.285,10.736,4.927,2.903,100.0,5.171,18.712,100.0,9.186,,9.185,112.948,17.307,112.403,-115.448,12.985,,5.332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.337,0.0,1075.0,99.907,3.0,100.0,100.0,100.0,100.0,0.0,100.0,,100.0,100.0,100.0,0.94,67.0,1.0,51.694,,,0.0,100.0,,,0
20260701113000,AYT0381H_7NB01_S02,AYT0381P_9NB01,0.0,1.033,1.089,20.647,13.785,0.063,0.206,6.768,0.88,98.122,209.0,64.593,213.0,0.128,0.192,47.525,,10.083,8.284,6.383,4.18,8.266,,5.054,19.796,20.365,6.776,100.0,5.473,18.083,100.0,8.589,,8.589,114.184,16.94,115.597,-116.186,12.403,,8.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,76.0,100.0,0.0,,,100.0,100.0,,,,,,,4.444,7.0,0.0,2.383,,,0.0,,,,0
20260701113000,AYT0381H_7NB01_S01,AYT0381P_9NB01,0.0,3.362,4.984,865.812,247.958,3.075,4.958,38.99,13.455,100.0,1410.0,88.652,1410.0,2.311,8.07,15.525,,8.715,2.768,16.026,4.633,7.128,,5.93,11.741,4.74,2.641,100.0,5.166,19.1,100.0,8.982,,8.981,111.665,18.838,111.664,-115.282,13.712,,5.674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.929,0.0,1008.0,99.901,0.0,,,100.0,100.0,,,,,,,1.01,61.0,0.0,51.7,,,0.092,,,,0
20260701113000,AYT0381H_7NB01_S03,AYT0381P_9NB01,0.0,1.092,1.127,195.031,22.189,0.216,0.34,12.864,0.946,100.0,205.0,87.317,205.0,0.207,1.818,13.144,,24.639,12.714,16.5,2.909,4.739,,3.177,14.229,5.961,2.876,100.0,5.267,20.396,100.0,9.401,,9.4,107.745,21.552,112.358,-117.282,14.523,,6.171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.838,0.0,131.0,100.0,0.0,,,100.0,100.0,,,,,,,3.012,8.0,0.0,4.422,,,0.0,,,,0
20260701113000,AYT0381H_7NB01_S04,AYT0381P_9NB01,0.0,1.025,1.055,14.232,10.892,0.038,0.14,4.415,0.463,100.0,176.0,68.75,176.0,0.102,0.133,40.465,,15.91,18.183,6.235,4.45,7.983,,4.279,19.186,9.063,2.926,100.0,5.089,19.923,98.482,7.25,,7.25,110.095,21.982,106.905,-116.72,15.049,,7.216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,65.0,100.0,0.0,,,100.0,100.0,,,,,,,5.063,6.0,0.0,1.622,,,0.0,,,,0
20260701114500,AYT0381H_7NB01_S01,AYT0381P_9NB01,0.0,3.81,6.006,1264.01,398.818,3.546,6.002,48.433,15.11,100.0,1166.0,90.652,1166.0,3.717,11.781,9.865,,9.465,6.575,19.785,6.77,6.751,,4.007,10.531,4.145,2.693,100.0,5.211,19.053,100.0,9.483,,9.483,110.531,19.08,111.076,-114.157,14.042,,5.995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.908,0.0,883.0,100.0,1.0,,,100.0,100.0,,,,,,,1.047,59.0,0.0,50.894,,,0.105,100.0,,,0
20260701114500,AYT0381H_7NB01_S02,AYT0381P_9NB01,0.0,1.051,1.142,48.913,17.837,0.114,0.358,7.993,1.152,100.0,319.0,68.339,319.0,0.166,0.456,33.333,,11.898,1.956,8.384,2.617,9.179,,5.94,15.484,9.76,3.134,100.0,5.466,17.222,100.0,7.486,,7.486,116.657,14.02,124.017,-115.797,12.243,,8.135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,151.0,100.0,0.0,,,100.0,100.0,,,,,,,4.372,8.0,0.0,4.417,,,0.0,,,,0
20260701114500,AYT0381H_7NB01_S03,AYT0381P_9NB01,0.0,1.049,1.077,73.841,14.066,0.105,0.178,7.892,0.642,100.0,194.0,87.113,194.0,0.131,0.688,17.792,,21.967,13.376,13.514,3.42,5.671,,3.56,12.834,9.978,4.748,100.0,5.733,20.3,100.0,8.515,,8.515,112.051,19.087,111.905,-117.082,13.801,,7.113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.845,0.0,133.0,100.0,0.0,,,100.0,100.0,,,,,,,5.263,8.0,0.0,3.272,,,0.0,,,,0
20260701114500,AYT0381H_7NB01_S04,AYT0381P_9NB01,0.0,1.023,1.042,11.184,5.441,0.032,0.086,4.441,0.269,100.0,82.0,89.024,82.0,0.051,0.104,21.481,,16.806,9.473,8.413,3.508,8.789,,4.191,17.976,12.75,3.763,100.0,3.873,18.632,97.749,6.63,,6.63,108.955,23.257,107.332,-116.21,12.336,,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,51.0,100.0,0.0,,,100.0,100.0,,,,,,,1.639,6.0,0.0,1.5,,,0.0,,,,0
20260701120000,AYT0381H_7NB01_S01,AYT0381P_9NB01,0.0,4.839,6.937,1083.787,318.441,4.682,6.934,49.248,16.466,100.0,1341.0,87.248,1341.0,2.968,10.102,11.5,,5.953,2.248,18.411,5.6,6.997,,5.015,11.133,5.221,2.914,100.0,5.173,18.66,100.0,9.057,,9.056,111.824,17.105,111.636,-113.65,14.121,,6.603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.876,0.0,968.0,99.897,1.0,,,100.0,100.0,,100.0,,100.0,100.0,100.0,1.792,63.0,1.0,49.817,,,0.0,100.0,,,0
20260701120000,AYT0381H_7NB01_S02,AYT0381P_9NB01,0.0,1.075,1.174,79.332,16.778,0.16,0.419,10.168,1.081,99.676,308.0,75.325,309.0,0.156,0.739,23.294,,12.016,3.756,9.715,2.295,7.553,,4.842,13.137,6.145,1.918,100.0,5.443,19.258,100.0,7.394,,7.394,115.329,14.941,114.955,-115.773,14.11,,6.424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,160.0,98.75,0.0,,,100.0,100.0,,,,,,,3.125,10.0,0.0,3.772,,,0.521,,,,0
20260701120000,AYT0381H_7NB01_S03,AYT0381P_9NB01,0.0,1.037,1.125,102.999,19.284,0.146,0.348,8.661,0.701,100.0,152.0,92.105,152.0,0.18,0.96,16.258,,21.208,15.324,14.674,4.211,4.846,,4.619,12.993,21.797,7.991,100.0,5.875,21.483,100.0,9.11,,9.11,105.754,23.598,107.825,-116.494,14.893,,5.658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,100.0,100.0,0.0,,,100.0,100.0,,,,,,,0.813,5.0,0.0,2.767,,,0.0,,,,0
20260701120000,AYT0381H_7NB01_S04,AYT0381P_9NB01,0.0,1.027,1.085,59.35,18.237,0.059,0.137,6.349,0.649,100.0,90.0,82.222,90.0,0.17,0.553,7.877,,21.684,14.747,15.742,6.24,10.326,,5.005,12.788,4.633,1.612,100.0,5.257,18.082,98.695,6.953,,6.951,109.259,22.476,110.6,-116.164,13.882,,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,54.0,100.0,0.0,,,100.0,100.0,,,,,,,1.695,4.0,0.0,1.489,,,0.0,,,,0
20260701121500,AYT0381H_7NB01_S01,AYT0381P_9NB01,0.0,4.343,5.806,1454.443,323.509,4.146,5.794,54.705,14.975,100.0,1236.0,83.819,1236.0,3.015,13.556,10.691,,7.708,3.404,22.893,5.671,8.027,,5.176,10.521,3.327,1.839,100.0,5.237,18.542,100.0,9.186,,9.185,110.613,18.259,110.882,-113.694,14.046,,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.233,0.0,811.0,99.383,1.0,,,100.0,100.0,,,,,,,1.416,57.0,0.0,48.617,,,0.0,100.0,,,0
20260701121500,AYT0381H_7NB01_S03,AYT0381P_9NB01,0.0,1.082,1.132,51.625,52.326,0.123,0.34,7.5,1.752,100.0,158.0,82.911,158.0,0.488,0.481,8.145,,13.752,21.565,8.911,7.83,5.511,,4.253,15.863,16.338,8.775,100.0,5.812,21.421,100.0,9.246,,9.246,110.041,18.811,110.576,-116.554,16.511,,6.899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,86.0,100.0,0.0,,,100.0,100.0,,,,,,,0.935,6.0,0.0,2.7,,,0.0,,,,0
20260701121500,AYT0381H_7NB01_S04,AYT0381P_9NB01,0.0,1.008,1.026,11.122,8.304,0.035,0.075,3.667,0.31,100.0,76.0,85.526,76.0,0.077,0.104,35.593,,22.416,14.515,7.0,4.36,9.531,,3.96,13.521,6.476,1.372,100.0,5.173,18.719,98.802,6.333,,6.333,105.336,24.272,111.365,-116.073,12.984,,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,37.0,100.0,0.0,,,100.0,100.0,,,,,,,2.222,4.0,0.0,0.972,,,0.0,,,,0
20260701121500,AYT0381H_7NB01_S02,AYT0381P_9NB01,0.0,1.074,1.116,48.15,15.626,0.145,0.404,7.61,0.839,99.671,303.0,82.508,304.0,0.146,0.449,13.228,,9.88,8.324,8.097,2.767,9.152,,4.729,14.41,10.734,3.122,100.0,5.463,19.411,100.0,8.033,,8.033,110.708,18.148,112.19,-115.63,12.859,,5.592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,189.0,94.709,0.0,,,100.0,100.0,,,,,,,1.563,8.0,0.0,4.0,,,0.0,,,,0
20260701123000,AYT0381H_7NB01_S01,AYT0381P_9NB01,0.0,4.625,5.616,1758.435,243.181,4.464,5.611,62.598,11.888,100.0,1184.0,88.091,1184.0,2.267,16.39,11.796,,7.348,2.583,25.095,4.172,7.787,,4.927,10.606,3.539,2.11,100.0,5.366,19.221,100.0,9.227,,9.226,109.192,19.485,110.529,-113.482,14.278,,5.549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.78,0.0,878.0,100.0,1.0,,,100.0,100.0,,,,,,,1.255,58.0,0.0,48.039,,,0.0,100.0,,,0
20260701123000,AYT0381H_7NB01_S04,AYT0381P_9NB01,0.0,1.003,1.004,3.823,1.239,0.013,0.024,3.357,0.053,100.0,119.0,68.067,119.0,0.012,0.036,40.0,,13.447,15.436,6.388,2.243,7.13,,2.762,23.73,13.783,4.322,100.0,5.462,20.979,97.577,6.615,,6.615,104.689,26.114,107.917,-116.209,11.956,,6.849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,50.0,100.0,0.0,,,100.0,100.0,,,,,,,3.333,3.0,0.0,1.017,,,0.0,,,,0
20260701123000,AYT0381H_7NB01_S02,AYT0381P_9NB01,0.0,1.077,1.312,57.836,19.141,0.199,0.683,8.24,1.209,100.0,321.0,71.963,321.0,0.178,0.539,8.765,,10.89,5.307,5.579,1.726,6.906,,3.385,12.937,7.06,2.702,100.0,5.79,19.715,100.0,9.119,,9.119,106.404,19.87,113.787,-115.736,13.073,,5.343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,169.0,100.0,1.0,,,100.0,100.0,,,,,,,1.622,9.0,0.0,5.594,,,0.0,100.0,,,0
20260701123000,AYT0381H_7NB01_S03,AYT0381P_9NB01,0.0,1.017,1.033,25.932,9.408,0.055,0.134,5.177,0.474,100.0,153.0,83.007,153.0,0.088,0.242,13.249,,21.02,4.755,8.74,3.073,5.698,,4.431,17.744,12.674,3.427,100.0,5.435,18.97,100.0,8.74,,8.74,110.581,19.364,117.872,-116.882,12.941,,8.464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,91.0,100.0,0.0,,,100.0,100.0,,,,,,,2.655,6.0,0.0,2.417,,,0.0,,,,0
20260701124500,AYT0381H_7NB01_S01,AYT0381P_9NB01,0.0,3.043,5.027,697.421,208.466,2.666,5.018,31.895,11.42,100.0,1094.0,92.139,1094.0,1.943,6.5,16.176,,9.163,2.643,15.036,4.37,8.454,,4.55,11.26,6.062,3.26,100.0,4.687,18.273,99.989,8.543,,8.543,111.124,18.118,111.868,-114.38,12.954,,5.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.268,0.0,800.0,100.0,2.0,,,100.0,100.0,,,,,,,1.02,54.0,0.0,42.65,,,0.0,100.0,,,0
