site_outage,NR_SA_Paging_Discard_Rate_avg,NR_SA_Paging_Discard_Rate_min,NR_SA_Paging_Discard_Rate_max,NR_DL_Active_UEs_avg,NR_DL_Active_UEs_min,NR_DL_Active_UEs_max,NR_UL_Active_UEs_avg,NR_UL_Active_UEs_min,NR_UL_Active_UEs_max,NR_DL_MAC_Volume_MB_avg,NR_DL_MAC_Volume_MB_min,NR_DL_MAC_Volume_MB_max,NR_UL_MAC_Volume_MB_avg,NR_UL_MAC_Volume_MB_min,NR_UL_MAC_Volume_MB_max,NR_DL_Active_UEs_True_avg,NR_DL_Active_UEs_True_min,NR_DL_Active_UEs_True_max,NR_UL_Active_UEs_True_avg,NR_UL_Active_UEs_True_min,NR_UL_Active_UEs_True_max,NR_DL_RBSym_Util_avg,NR_DL_RBSym_Util_min,NR_DL_RBSym_Util_max,NR_UL_RBSym_Util_avg,NR_UL_RBSym_Util_min,NR_UL_RBSym_Util_max,NR_Msg2_Attempt_SR_avg,NR_Msg2_Attempt_SR_min,NR_Msg2_Attempt_SR_max,NR_Msg2_Attempts_avg,NR_Msg2_Attempts_min,NR_Msg2_Attempts_max,NR_RACH_SR_avg,NR_RACH_SR_min,NR_RACH_SR_max,NR_RACH_Att_avg,NR_RACH_Att_min,NR_RACH_Att_max,NR_UL_MAC_Cell_Thp_total_time_Mbps_avg,NR_UL_MAC_Cell_Thp_total_time_Mbps_min,NR_UL_MAC_Cell_Thp_total_time_Mbps_max,NR_DL_MAC_Cell_Thp_total_time_Mbps_avg,NR_DL_MAC_Cell_Thp_total_time_Mbps_min,NR_DL_MAC_Cell_Thp_total_time_Mbps_max,NR_DL_HARQ_BLER_256QAM_avg,NR_DL_HARQ_BLER_256QAM_min,NR_DL_HARQ_BLER_256QAM_max,NR_DL_RLC_BLER_avg,NR_DL_RLC_BLER_min,NR_DL_RLC_BLER_max,NR_Avg_DL_MAC_Thp_Mbps_avg,NR_Avg_DL_MAC_Thp_Mbps_min,NR_Avg_DL_MAC_Thp_Mbps_max,NR_Avg_UL_MAC_UE_Thp_Mbps_avg,NR_Avg_UL_MAC_UE_Thp_Mbps_min,NR_Avg_UL_MAC_UE_Thp_Mbps_max,NR_DL_MAC_Cell_Thp_Mbps_avg,NR_DL_MAC_Cell_Thp_Mbps_min,NR_DL_MAC_Cell_Thp_Mbps_max,NR_UL_MAC_Cell_Thp_Mbps_avg,NR_UL_MAC_Cell_Thp_Mbps_min,NR_UL_MAC_Cell_Thp_Mbps_max,NR_UL_HARQ_BLER_64_QAM_avg,NR_UL_HARQ_BLER_64_QAM_min,NR_UL_HARQ_BLER_64_QAM_max,NR_UL_RLC_BLER_avg,NR_UL_RLC_BLER_min,NR_UL_RLC_BLER_max,NR_UL_HARQ_BLER_avg,NR_UL_HARQ_BLER_min,NR_UL_HARQ_BLER_max,NR_DL_HARQ_BLER_avg,NR_DL_HARQ_BLER_min,NR_DL_HARQ_BLER_max,NR_UL_DTX_Rate_avg,NR_UL_DTX_Rate_min,NR_UL_DTX_Rate_max,NR_DL_DTX_Rate_avg,NR_DL_DTX_Rate_min,NR_DL_DTX_Rate_max,NR_Avg_UL_PUCCH_SINR_dB_avg,NR_Avg_UL_PUCCH_SINR_dB_min,NR_Avg_UL_PUCCH_SINR_dB_max,NR_Avg_UL_PUSCH_SINR_dB_avg,NR_Avg_UL_PUSCH_SINR_dB_min,NR_Avg_UL_PUSCH_SINR_dB_max,NR_RANK_Below3_Rate_avg,NR_RANK_Below3_Rate_min,NR_RANK_Below3_Rate_max,NR_Avg_CQI_avg,NR_Avg_CQI_min,NR_Avg_CQI_max,NR_Avg_CQI_64QAM_avg,NR_Avg_CQI_64QAM_min,NR_Avg_CQI_64QAM_max,NR_Avg_CQI_256QAM_avg,NR_Avg_CQI_256QAM_min,NR_Avg_CQI_256QAM_max,NR_Avg_UL_Pathloss_dB_avg,NR_Avg_UL_Pathloss_dB_min,NR_Avg_UL_Pathloss_dB_max,NR_Avg_UL_Power_Headroom_dB_avg,NR_Avg_UL_Power_Headroom_dB_min,NR_Avg_UL_Power_Headroom_dB_max,NR_Avg_UL_Pathloss_95percentile_dB_avg,NR_Avg_UL_Pathloss_95percentile_dB_min,NR_Avg_UL_Pathloss_95percentile_dB_max,NR_UL_RSSI_avg,NR_UL_RSSI_min,NR_UL_RSSI_max,NR_Avg_MCS_Table1_avg,NR_Avg_MCS_Table1_min,NR_Avg_MCS_Table1_max,NR_Avg_MCS_Table2_avg,NR_Avg_MCS_Table2_min,NR_Avg_MCS_Table2_max,NR_TA_avg,NR_TA_min,NR_TA_max,DL_Thp_Bad_Sessions_avg,DL_Thp_Bad_Sessions_min,DL_Thp_Bad_Sessions_max,DL_Thp_Fair_Sessions_avg,DL_Thp_Fair_Sessions_min,DL_Thp_Fair_Sessions_max,DL_Thp_Good_Sessions_avg,DL_Thp_Good_Sessions_min,DL_Thp_Good_Sessions_max,DL_Thp_Excellent_Sessions_avg,DL_Thp_Excellent_Sessions_min,DL_Thp_Excellent_Sessions_max,UL_Thp_Bad_Sessions_avg,UL_Thp_Bad_Sessions_min,UL_Thp_Bad_Sessions_max,UL_Thp_Fair_Sessions_avg,UL_Thp_Fair_Sessions_min,UL_Thp_Fair_Sessions_max,UL_Thp_Good_Sessions_avg,UL_Thp_Good_Sessions_min,UL_Thp_Good_Sessions_max,UL_Thp_Excellent_Sessions_avg,UL_Thp_Excellent_Sessions_min,UL_Thp_Excellent_Sessions_max,NR_Avg_UL_MAC_Thp_EBS_Mbps_avg,NR_Avg_UL_MAC_Thp_EBS_Mbps_min,NR_Avg_UL_MAC_Thp_EBS_Mbps_max,NR_Avg_DL_MAC_Thp_EBS_Mbps_avg,NR_Avg_DL_MAC_Thp_EBS_Mbps_min,NR_Avg_DL_MAC_Thp_EBS_Mbps_max,DL_Total_Sessions_avg,DL_Total_Sessions_min,DL_Total_Sessions_max,UL_Total_Sessions_avg,UL_Total_Sessions_min,UL_Total_Sessions_max,NR_Avg_DL_Latency_ms_avg,NR_Avg_DL_Latency_ms_min,NR_Avg_DL_Latency_ms_max,NR_Cell_Availability_Num_avg,NR_Cell_Availability_Num_min,NR_Cell_Availability_Num_max,NR_ENDC_Setup_Att_avg,NR_ENDC_Setup_Att_min,NR_ENDC_Setup_Att_max,NR_ENDC_Setup_SR_avg,NR_ENDC_Setup_SR_min,NR_ENDC_Setup_SR_max,NR_SA_RRC_ATT_avg,NR_SA_RRC_ATT_min,NR_SA_RRC_ATT_max,NR_SA_RRC_SSSR_avg,NR_SA_RRC_SSSR_min,NR_SA_RRC_SSSR_max,NR_SA_NG_Sig_SR_avg,NR_SA_NG_Sig_SR_min,NR_SA_NG_Sig_SR_max,NR_ENDC_Inter_sgNodeB_PSCell_Change_SR_avg,NR_ENDC_Inter_sgNodeB_PSCell_Change_SR_min,NR_ENDC_Inter_sgNodeB_PSCell_Change_SR_max,NR_ENDC_Intra_sgNodeB_PSCell_Change_SR_avg,NR_ENDC_Intra_sgNodeB_PSCell_Change_SR_min,NR_ENDC_Intra_sgNodeB_PSCell_Change_SR_max,NR_SA_NR_to_LTE_RWR_Ratio_avg,NR_SA_NR_to_LTE_RWR_Ratio_min,NR_SA_NR_to_LTE_RWR_Ratio_max,NR_SA_INTER_GNB_HO_SR_avg,NR_SA_INTER_GNB_HO_SR_min,NR_SA_INTER_GNB_HO_SR_max,NR_SA_INTRA_GNB_HO_SR_avg,NR_SA_INTRA_GNB_HO_SR_min,NR_SA_INTRA_GNB_HO_SR_max,NR_SA_HO_Prep_Succ_Rate_avg,NR_SA_HO_Prep_Succ_Rate_min,NR_SA_HO_Prep_Succ_Rate_max,NR_SA_HO_Exec_Succ_Rate_avg,NR_SA_HO_Exec_Succ_Rate_min,NR_SA_HO_Exec_Succ_Rate_max,NR_SA_HO_SR_avg,NR_SA_HO_SR_min,NR_SA_HO_SR_max,NR_ENDC_SARR_avg,NR_ENDC_SARR_min,NR_ENDC_SARR_max,NR_ENDC_RRC_CU_Max_avg,NR_ENDC_RRC_CU_Max_min,NR_ENDC_RRC_CU_Max_max,NR_SA_RRC_CU_Max_avg,NR_SA_RRC_CU_Max_min,NR_SA_RRC_CU_Max_max,NR_ENDC_RRC_CU_Avg_avg,NR_ENDC_RRC_CU_Avg_min,NR_ENDC_RRC_CU_Avg_max,NR_SA_DRB_EST_SR_avg,NR_SA_DRB_EST_SR_min,NR_SA_DRB_EST_SR_max,NR_SA_Drop_Rate_avg,NR_SA_Drop_Rate_min,NR_SA_Drop_Rate_max,NR_SgNB_Abnormal_RR_avg,NR_SgNB_Abnormal_RR_min,NR_SgNB_Abnormal_RR_max,NR_RRC_SSR_avg,NR_RRC_SSR_min,NR_RRC_SSR_max,ESS_TOTAL_PRB_AVG_UTIL_DL_avg,ESS_TOTAL_PRB_AVG_UTIL_DL_min,ESS_TOTAL_PRB_AVG_UTIL_DL_max,ESS_NR_PRB_AVG_UTIL_DL_avg,ESS_NR_PRB_AVG_UTIL_DL_min,ESS_NR_PRB_AVG_UTIL_DL_max,essEnabled_avg,essEnabled_min,essEnabled_max
1,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,37.959,37.959,37.959,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,900.0,900.0,900.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.5,0,1
0,0.0,0.0,0.0,1.5814682539682525,1.0,10.828,2.1657178130511485,1.0,19.037,198.65751322751328,0.399,1758.435,68.89545767195754,0.133,583.476,0.7819470899470892,0.004,10.695,1.5748972663139276,0.003,19.036,13.80479188712524,2.669,62.598,3.8923849206349193,0.014,22.487,99.8672676366843,85.111,100.694,438.6494708994709,36.0,2099.0,79.51665035273372,23.323,100.0,439.076278659612,36.0,2099.0,0.6421463844797172,0.001,5.438,1.8516194885361528,0.004,16.39,22.359083242655093,5.645,80.0,,,,15.20633597883597,1.001,61.165,8.513930776014094,0.252,41.307,9.575160493827125,0.789,34.363,3.62646075837742,0.573,26.603,7.4384272486772565,0.66,15.251,,,,4.386514550264551,0.848,12.79,14.509160052910063,7.976,42.102,10.71890608465608,0.723,69.102,4.225099206349211,0.105,33.105,5.239900793650795,1.688,5.992,18.779170634920593,11.736,26.741,99.88992178164052,75.382,100.0,8.896996472663156,5.155,12.806,10.089658932714617,7.341,12.806,8.616203150461722,5.148,11.555,110.98978747795422,89.038,125.278,19.134128306878296,5.555,33.758,112.22428262786593,96.712,129.276,-115.09686419753096,-118.246,-110.038,13.154280423280428,7.271,24.349,,,,6.804256172839508,5.0,46.814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.462483757062188,6.0,300.0,1.8395061728395061,0.0,604.0,264.78395061728395,11.0,1278.0,99.79548104056428,87.671,100.0,0.24691358024691357,0.0,6.0,100.0,100.0,100.0,97.05882352941177,50.0,100.0,99.92242774566475,80.0,100.0,99.99687070887205,97.059,100.0,0.0,0.0,0.0,100.0,100.0,100.0,,,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,2.837190476190473,0.0,31.383,16.951940035273367,2.0,70.0,0.030864197530864196,0.0,1.0,11.187574074074066,0.333,56.411,,,,,,,0.06784391534391532,0.0,5.616,99.84304932735427,50.0,100.0,33.50228285839552,3.4902476942740503,74.88987316561845,6.491228411614475,0.937882605706958,35.52687002096436,0.8289241622574955,0,1
